image,output,timestamp
"{""background"": "".gradio\\flagged\\image\\6a81a8f9c0b872ce684c\\background.png"", ""layers"": ["".gradio\\flagged\\image\\215713324044aa50d940\\layer_0.png""], ""composite"": "".gradio\\flagged\\image\\b0fa18bd2b7c04e74510\\composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2024-10-20 23:36:12.461198
